message,sentiment
E.ON-Aktie: Trügerische Sicherheit http://t.co/8uZTtg3tu5 FINANZNACHRICHTENde #Börse,neutral
"Knipex 00 21 40 LE Werkzeugkoffer “BIG Twin” leer, belastbar bis 30 kg; Maße Innen 445 x (105 x 105) x 350 mm http://t.co/LCsUsoANHH",neutral
@Beichtvater907 Macht doch nix. Ich finds lustig xD,positive
@chrissyteigen ringo starr never wore underwear either #solidarity,neutral
"@Podolski10 Hallo Poldi, ich werde heute Abend auch da sein! Ich trage Dein Trikot von letzter Saison... Also Augen auf!!! ;o))",positive
Underso: Wir müssen mal frühstücken. Eine großartige Mahlzeit!,positive
Endlich! Uli Hoeness schlägt zurück. #steueraffäre #stern #vorverurteilung #informant http://t.co/ru6SGcU7Yo,positive
Börsegrafik der Woche: Die wertvollsten Unternehmen http://t.co/nUx5dB11Gs,neutral
#wiebitte #wiegehts Sozialer Wohnungsbau.. Das hat was von Brennpunkte schaffen! Ganz schlecht!,negative
RT @SPIEGEL_Netz: Unerwünschte Werbetexte: Wikipedia sperrt 250 PR-Accounts... http://t.co/z2uJ7Vjr1V,neutral
@Ilja_FCN nicht wenn man aus Prinzip den Club als Meister nennt :D,positive
"Ok ich komm so nicht klar, hab grade meinen gastvater aus England getroffen.",negative
"Preisabschlag 50% Preis: 39,97 €. Textilien: LERROS Damen Blazer 3347429, Gr. 46, Weiß (WHITE 100). http://t.co/00FAyM6Fwr",neutral
@draconischarm beibe,neutral
"Ok, ich kann bald kein Fast Food mehr sehen",negative
Koalitionspoker mit CDU/CSU: Nahles macht Druck beim Mindestlohn http://t.co/MkHln1hQnY via @SPIEGELONLINE,neutral
@wadadda auch top #facepalm O-Ton aus der @ProSieben Wahl-Kampagne: Wer nicht wählt darf sich später nicht beschweren. Was? Was? Was?,neutral
RT @derfreitag: Warum ich gegen eine große Koalition von SPD und CDU bin. Ein #Blog vom SPD-Mitglied Tarek Masoud &gt;&gt; http://t.co/INeHHoXlQp,neutral
"@h3rzrauschen @kopfmurmel joa,wie verwaehlt halt.",neutral
Mr Fahrenheit 'Ich fühl mich gut ich steh auf #Berlin' #streetart Dircksenstr. #mitte #wheatpaste… http://t.co/eHrXRBVOnc,positive
Heute fallen zwei wichtige Gerichtsentscheidungen für Dortmund - wir berichten aktuell über... (cont),neutral
Offene Kamine Design: Gut gefiel Sorten Elektrische Kamine Bezieht sich ... http://t.co/HfK2cURqJL,neutral
Warten (@ Echt Echterdinger Brauhaus) http://t.co/sHtteF3wv7,neutral
#ard #n24 #ntv Seht das neue Omnium Gatherum-Video ‘The Sonic Sign’ zuerst hier: Aus dem aktu... http://t.co/5RQi2Q8cZH #rtl #sat1 #pro7,neutral
@sapahe109 vielleicht ist mit begrenzter Zeitraum zum download nur gemeint dass man nach dem 31 den Download nicht mehr lange kaufen kann,neutral
"@kleopatra2009 @wellpresso @TinaGalli1 @muenchen_hotel @Coachforyou @tometweetme @naturkosmetik12 @perushop24 Blitz, Krach, dann ein Guss :)",positive
#Bürogeräte #Bürogeräte Kleinanzeigen #Kleinanzeigen kostenlos aufgeben Bürogeräte verkaufen #Bürobedarf #Anzeigen http://t.co/pW8KeQvpZ7,neutral
http://t.co/sTrLrQp92b #news Mögliche Intervention: Deutsche Politiker warnen vor Militärschlag in… http://t.co/nrzSkPibpw,neutral
"Designer ""Verena Michelitsch"" http://t.co/fBqfeqYP1v",neutral
"RT @spasskultur: @FionaLichtblau ihr macht euch öffentlich und wollt diskurs, also klag nicht, dass er öffentlich stattfindet @ThomasMichae…",negative
@tragtmichzumrum Nichts!,neutral
"@OllitschOlga ... Hey, sei nicht sauer, und, das hab ich nie behauptet, aber die Rollen eines Jesper Nielsen und Dietmar Hopp sind eindeutig",neutral
"Premier League - Suarez unverkäuflich, Gervinho nicht http://t.co/Vgtf7WorgZ",neutral
@geokaefer ma bitte nicht so frech. Ja? ;-),positive
Nur online checken? #Facebook #Firmenseite✔ ( #Fanpage ) mit ★TAUSENDEN #Fans kaufen? ➽http://t.co/UL9drng6is ✔,neutral
"Irgendwie scheiße ne Kanne starken Kaffee zu trinken, wenn man vorher monatelang max. einen großen Pot getrunken hat.",negative
"@SGE_Gonzo @sunny2k1 hab den tweet gelöscht, falls fragen einfach nochmal melden",neutral
Wir gratulieren Michael Feichtenschlager und dem Faustball Austria Team zum hervorragenden dritten Platz bei den... http://t.co/A0EsGtrjxN,positive
Dat was echt zn sarcastische lach weetjewel.,positive
@gemuellert filigran war jetzt nie so der Stil grüner Politik... ;-),positive
"Hab jetzt Sushi Reis in der Wohnung, aber keinen Reiskocher. Toll!",negative
@Vanessa_Konrad Voll nicht lol.,positive
@bogilkes ahhhhh gezellig haha eindelihk iemand die ik ken !!!,negative
RT @filmfacts: Nicht äußerst rechts gefahren http://t.co/D5WwqwHVFO,neutral
RT @Der_Postillon: Alarmierende Studie: 68 Prozent aller Erstwähler können keinen Stift mehr bedienen ... http://t.co/OR1GZtMSC3,negative
Citi senkt Gewinnschätzungen der Telekom Austria http://t.co/Jf6ZzzAx29,neutral
@Dandelion159 nope macht kein Ärger mehr ;),neutral
"RT @gruene_jugend: Fotos von den Aktionen für die Aktionswoche Drogenpolitik aus #Köln, #Konstanz und #Hamburg: https://t.co/rGlyLRLyUW . #…",neutral
◄Dr. Sahra Wagenknecht @DieLinke: Merkel irrt: SPD bei Bankenrettung leider zuverlässig http://t.co/9bglUKbnYj #Linke+ #Illner #Btw13,neutral
#widerstand Vereinigte Staaten kritisieren deutschen Exportüberschuß http://t.co/lTRdYtRFph #BRD,neutral
Züchterin verkauft 3jährige Pferde: Birkenheide | Züchterin verkauft interessant gezogene 3jährige Pferde. Gut... http://t.co/zJ8CyTRBts,neutral
95 Prozent machen nicht richtig mit http://t.co/8CdjtDQYsa,negative
Memorandum of agreement zur gem. Fernmeldeaufklärung von #NSA #BND von Steinmeier unter #rotgrün in 2002 verhandelt http://t.co/t82Fw2TwcX,neutral
RT @frittenuli: @VfB @sportschau Peinliches Ergebnis!,negative
"RT @incredibul: Wer ranted, das die Piratenpartei blöde Liste aber gutes Programm hat, sollte mit Kandidatenantworten vergleichen http://t.…",neutral
dritte große chance für kaka ... knapp vorbei :( lazio (bisher) ohne chance!,negative
#AMAZON Top Gratis #5: Von nun an für immer.. http://t.co/51fw5AeaU2 #Bücher #KINDLE #Belletristik,neutral
@sportplatz_live der Schiedsrichter pfeift die Partie ab SG Westerdöfft gewinnt gegen BSC mit 2:1 und feiert,positive
Dinner mit Aussicht. http://t.co/BfyNN3sSsU,neutral
Formel 1: Vettels einzigartiger Sieg frustriert Webber So wie in Japan hat Vettel 2013 noc http://t.co/JUFNJiXutj http://t.co/Mmt8vLQ4Hd,neutral
What Now?: What now? Das bleibt natürlich unbeantwortet. Die Frage verweist nicht nur auf einen akuten ... http://t.co/yGzMiI9hsY #Kunst,neutral
RT @SebJabbusch: Obama trifft sich wegen #Schnowden Asyl nicht mit Putin. Menschenrechtsverletzungen der Russen waren bislang keine Absage …,negative
Handkäs fast flüssig. Sehr gut. (@ Weinhaus Kurfürst) http://t.co/NAwc1Mae1h,positive
Nadie me escribe ok,negative
Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: http://t.co/zR3txICqXL Lil Wayne - Before Tune Gets Back (feat. Lil,neutral
"@KatarinaWerderf @ColliniSue War derselbe, den Stephen Dir geschickt. Schicke ihn per DM...ach ne...hier: http://t.co/ehYcbLlMpI",neutral
Sportwagen: Große Nachfrage nach Alfa Romeo 4C: Mit ihrem neuen Sportwagen wollen die Italiener eine kleine We... http://t.co/tD5fNds78S,neutral
"RT @ChaskaBorek Einen Menschen lieben heißt einzuwilligen, mit ihm alt zu werden.Deutsch Albert Camus Zitate über die Liebe Deutschland",neutral
Onlinespiel gratis XBlaster Kampf-Mechs Onlinespiel http://t.co/0Mk5FTEkUR einfach ausprobieren #Weltraum XBlaster Mechs,neutral
Weltwirtschaft: Anzeichen eines globalen Aufschwungs http://t.co/NyjlkDLvQu,neutral
Heidi sieht immmmer perfekt aus ❤,positive
RT @P_I: Viele Südeuropäer enden in Hartz IV http://t.co/ZdLRusQBZq,neutral
Übergriffige WWF Drücker...,negative
hugo beil #gewaltliteraten,neutral
Mehlwurm gegessen. Schmeckt gut!,positive
Deutsche Steuerzahler haften mit 86 Milliarden Euro für Krisenländer http://t.co/O1xRB3Q0wW,neutral
Neu: Neuss: Wohnungseinbrecher machen reichlich Beute http://t.co/p0rvXyquRc,neutral
"#Elektronik #2: Kindle Paperwhite [Vorgängermodell], 15 cm (6 Zoll) hochauflösendes Display mit integrierter B...  http://t.co/WYkZz86fbO",neutral
RT @manniac: Mein Wahl-o-mat-Ergebnis überrascht mich überhaupt nicht :) Auch testen? http://t.co/5OjuPl3vgW http://t.co/EVkVtlzU9V,positive
@gwattel 41 um genau zu sein. Gefühltes Alter: 16 :),neutral
Was bedeutet Verkehrsunfall-Gutachterkosten? Unter den Gutachterkosten nach einem Verkehrsunfall http://t.co/kkDpS4N2TW,neutral
Romantische Abenteuer Romantische Abenteuer &amp;nbsp; Frauen lieben Abenteuer. Frauen hassen langweilige T.. http://t.co/XTJkSSEAUx,neutral
"Aufgabe ""Mais"" abgeschlossen http://t.co/XxA93ia46P #Android #AndroidGames #gameinsight",neutral
China: Inselkonflikte machen Ostasien nervös http://t.co/TDIHTugdis,neutral
Funktioniert bei noch wem #WhatsApp nicht? :(,negative
Weniger als 2 Stunden geschlafen in diesem Sinne guten Morgen,negative
#scheisse http://t.co/pwyQnYNrlc,negative
Neueste Urlaub Nachrichten: Landwirtschaft und Urlaub auf dem Land : Ein sehr harmonisches Miteinander 14 Tage... http://t.co/GSM51SmDmy,neutral
"RT @mrohrmoser2: Blutdruck senken, Gefäße reinigen: Zitronen-Knoblauch-Kur http://t.co/RmVTj9s6nq",neutral
@KingRoborowski scheiss schlangen,negative
"@JustinsFredo ja omg, aus bosnien :) und du?",positive
unten schleudern hihihi,positive
#Kinder Schreibtische #Kinder Schreibtische Kleinanzeigen #Kleinanzeigen kostenlos aufgeben #Schreibtische gebraucht http://t.co/2cPe2gaFjg,neutral
#Sexkontakte leo379 (34) aus 37574 Einbeck: Fag doch wenn ihr was wissen wollt http://t.co/N6pVpwCh6Y #ard #pro7,neutral
@Sm0K1ngGnu Oben ohne?,neutral
@_Matsoli_Der_ Grade nicht. Bin grade erst heim gekommen.,neutral
"Poker-Gossip: Phil Ivey jetzt ohne Alkohol, Joe Hachem stinksauer: Haben denn die Poker-Pros nichts Besseres z... http://t.co/9b6yQRPww7",neutral
"@OliverHeywinkel Tut echt weh, ihn so zu sehen. Armes Tier.",negative
@nieschwietz Richtig. So sieht das aus. Seite der Rheinenergie ist down.,neutral
Montag soll einfach sterben gehen. PUNKT.,negative
"Ab dem 18. September: ""Twee unschüllige Engels"" http://t.co/RSBwtt31wc http://t.co/ndfZ4CR7NY",neutral
"VERLOREN: Muffis Sinn für Humor. Falls gefunden, bitte sofort zurückgeben. http://t.co/4syE581sNi #SmurfsVillage @BeelineGames",neutral
"@flotastisch Wolfsburg, aber danke, hab schon was gefunden",positive
"Die Toten Hosen spielen beim Dt. Radiopreis, #Campino Laudator - Donnerstag #Radio einschalten! #drp13",neutral
"Die waren mega erstaunt, dass ichs nicht bin. #LastTweet#DFZKinder#Heiraten",neutral
Bin müde und #Sims3 ruckelt gute Nachti allerseits x3,positive
"2 Pick Any Video und teilen SOFORT GELD VERDIENEN! PICK ANY VIDEO, SHARE IT AND INSTANTLY EARN MONEY!  http://t.co/G75mZuvNJr",neutral
Fröhlich geliebte Metatablette,positive
@EinhornCore Chihihihihi. Chihih. *rot werd* :3 Bei mir's auch alles gut o/ ♥ Hab nur schon Bauchweh wegen Montag D:,positive
ähm @Herr_Martinsen gugg ma was dieses paderborn mit düsseldorf macht. o.O,neutral
Schriftsteller Erik Neutsch verstorben (neues deutschland) http://t.co/yNezf4BwQv,neutral
#ONLINE #sicher #Druck ▸ #web-to-print #Businesslösungen Beispiel: Produktgruppe #Blocks http://t.co/lZ0LmLu3xw,neutral
Neue Autos stossen weniger Abgase aus: http://t.co/yyg3x8CTcZ #News #Liechtenstein,neutral
Heute Mittag gab es Spaghetti Carbonara und auf VIVA kam genau während dem essen #HaltDeinMaul ich musste so lachen :D @Y_Titty,positive
Geiler Arsch http://t.co/884DRujKCe,positive
"Ok ich muss jetzt leider etwas spammen, damit ein gewisses Bild aus der Sichtweite meiner Timeline kommt.",negative
@91_simone DAS versuch ich auch! Nur Magenkrämpfe und Kopfschmerzen hindern mich! -.- Gute Nacht! :-* Schlaf gut! ♡♥,positive
RT @MrDaNos1: Geiler neuer Scheiss von meinen UP Homies 😜 http://t.co/lxVfqbfOJX @Ensyofficial @EffEofficial @BabaUOfficial,positive
Soziale Netzwerke - Die Kriege der Zukunft werden auf Twitter geführt http://t.co/q720QhL8EG via @welt,neutral
Gaststätte Stifterappler (Wiesbaden) (http://t.co/ekhtvHfdMw) #Ei #Hackfleisch #Hacksteak #Röstzwiebeln #Restaurant,neutral
"Kann man einen Abend schöner ausklingen lassen als mit Basil Poledouris' epischer Musik zu ""Conan, der Barbar""? #Whatisbestinlife? #Crom",positive
Angela Merkel hat eine schwarz rot goldenes Kette am Hals.,neutral
#Amazon de: Gib mir meinen Stern zurück Amanda Frost (Autor) 327% Verkaufsrang in Kindle-Shop: 3... http://t.co/Y84QXmsAdF #Kindle #Shop,negative
Oooooaaaa Robert Pattinson sieht in der #DiorRob Werbung megaheiß aus. Respekt Robert :o,positive
"Jetzt nicht mehr, schönes Wochenende! #ff @jhaslauer @GoerlitzThomas @moarli @_alexoswald @Brienchen @tometweetme @Bernd_K_Achter",positive
DDT Exposition verursacht Fettleibigkeit http://t.co/qJi5cjjV3u #MCS_Aktuell #Studie #DTT #Biowaffen #Konzerne #Gesundheit #Eugenik #Skandal,neutral
RT @sandraenkhardt: pv magazine Deutschland: BUND: Politik muss EEG-Angriffe stoppen #ewschrei http://t.co/qLrmQplcb9,neutral
Wo? Höhe Abfahrt Alte Schanze! Genauer? B1! Richtung? Paderborn Richtung Salzkotten! Wann? 03.09.2013 17:35 Uhr!,neutral
WMF 0661649990 Vorratsgläser 3-teilig Set Depot http://t.co/q5zoN4ah9V,neutral
21 Infuriating Instagram Cliches | @scoopit http://t.co/uhePYF00xC,negative
Hai ich bin alice und kann mir bald meine Haare komplett abschneiden,neutral
"RT @BenBulat: Komisches Land Deutschland; GipsyBeer klingt ""voll cool"", Zigeuner-Bier aber nicht oder was?",negative
27.8.: Treff 17.30 Katzwang und dann 18 h Schleuse. Ab hier getrennt nach Nachwuchs mit Trainerprogramm oder individuelle Lang-Ausfahrt.,neutral
@Kate_Deutsch beauty,positive
@dennismueller Nope. Da bin ich bei dir. Bin selbst 3-4 Tage in der Woche vegan/vegetarisch. Geht um Konflikt Staat vs. Individuum!,neutral
Dem anderen hinterherhecheln statt eigenes zu schaffen. Ohne mich.,negative
RT @MalaWintar: Wie viel Hoffnung bleibt der kleinen Sayu? &gt;&gt; Sayu Smiles &lt;&lt; von @sadakoX &gt;&gt; http://t.co/Cb2eTEcvOu,neutral
Elia fehlt wohl zum Ligastart http://t.co/QKXHA1997D #fußball #bundesliga,neutral
2002 Bench Warmer #128 Celeste Marie http://t.co/ujcGkg17ts,neutral
#Kanzlerduell jetzt#NSA,neutral
Heißer Herbst befürchtet: Investoren fliehen aus Staatsanleihen... http://t.co/2EOqsSCmoB,neutral
@blackjoschka @hippi4one musst schon nen Link rein tun. Ich such den jetzt nicht raus.,negative
"@julchenfrege Hör mal zu. Ich find dich so toll, wie du bist und ich mag es, wenn du fangirlst. Lass dich von niemanden beleidigen.",positive
SKODA Yeti umfassend überarbeitet: Aus einem Yeti werden zwei http://t.co/tkD0gN8EdK #wirtschaft #news,neutral
@Faolin Ähm... Neeee. *Packung unauffällig hinterm Rücken versteck*,neutral
Reise-Knigge: Deutsche sind die... http://t.co/Sp8i82aIYU,neutral
"Heute nicht nur den Herzensmenschen geheiratet, sondern auch ganz viel Liebe von @zweiterMai bekommen. Unbezahlbar &lt;3",positive
Verstoßen...,negative
Österreich: Koller bleibt Nationaltrainer http://t.co/Ljxwb9KdEm,neutral
TSV verliert den Test gegen SC Marl-Hamm II verdient mit 1:3. Kai Kallinowski traf zum 1:1-Pausenstand.,neutral
@mybeautyblog @Carrieforshoes wunderschöne Farbe… sowas darf nicht LE sein…,positive
@rebella76 @DonnieWahlberg hat wohl sonst keine hobbys ausser avi wechseln,neutral
@GillyBerlin PFF! Muss im Vergleich zu gestern noch groß und stark werden :),positive
Madeleine strahlt nach ihren Baby-News http://t.co/fpWFjI8KRs,positive
.@DB_Bahn Danke. *verzweifeltguck* #Bahn #Unwetter #Ausfall #HöhereGewalt #Sturm,negative
#Kultur: Prinz William - Prinz William über Baby George: „Laut aber gutaussehend“: Der Alltag mac... http://t.co/3IbaDnygCr #Nachrichten,neutral
chilliger ausklang #abendessen #entspannung http://t.co/ee8B4EWhuC,positive
"RT @heinzgeldermann: Kevin Großkreutz. „Ich schäm' mich für gar keinen. Das muss jeder selbst wissen“, sagte der BVB-Profi „WDR 2“. #Proble…",positive
schlafzimmeblick? eher wachkoma http://t.co/HkbUJS4N2w,negative
"@skoops ""bloated"" mit sinnlosen grafiken sind alle. Aber unkomprimierte js files muessen nicht sein",negative
"Update #NSU-Prozess D vs. Beate #Zschäpe - Weiterer Verdacht gengen VS #Temme, NK-Anwälte fordern neue Ermittlungen http://t.co/DyYSmzFi8S",neutral
Look Back - Oldieband weckt Erinnerungen: Die Formation Look Back entführt mit einer farbigen Auswahl bekannte... http://t.co/xYPcFcRWLL,neutral
// Neuer Post &amp; Video // BlogCamp – Was soll das denn? Warum ich mich ins Bootcamp wagte und was Du davon hast: http://t.co/gmtcVeTDqs #ttot,neutral
Hasserfülltes Baby eines siberischen Huskies http://t.co/fyCAwqunxx http://t.co/XxHuVWcXf2,neutral
Tolle Betriebsanleitung... #heuteshow #GroßeKoalition #GroKo http://t.co/J8IijsWPcS,positive
RT @SkySportNewsHD: Samuel Eto'o @setoo9 gibt laut AFP seinen Rücktritt aus dem Nationalkader #Kameruns bekannt. #ssnhd,neutral
@RenateRatlos Ohhh *schau ganz rührselig* Danke ヅ,positive
Letzter Tag hier in Italien jetzt noch ordentlich Fruhstücken. Dann nachhause. Home sweet home &lt;3,positive
@Seungrax3 @GCandyx3 loool kein ding mensch;D hahahah ich kanns halt erst nächste woche schicken^^,positive
Was macht eigentlich Ian Somerhalder?,neutral
"Wir könnten abstimmen ""Wofür denn? oO"" ""Keine Ahnung ... könnten abstimmen :)""",positive
@oznapizari @VictoriousJump jap *•* &amp; kurz bevor Spongebob angefangen hat kam die Werbung *•*,negative
"Lange den Satz nicht mehr gehört: ""Wer nix zu verbergen hat, muß auch keine Angst vor Datenweitergabe haben"" http://t.co/GmfbPhJKqp...",neutral
@tschahnschpange alter Fettpropfen runter gefallen. Wähhh!!!!,negative
Dax: Freundlich erwartet - ProSieben im Fokus http://t.co/X7Zu6yQebV,neutral
"@Delanji Aw, na gut, dann schlaf fein, klein Delalein :)",positive
AppGefahren: Unblock Me: Einfaches Schiebepuzzle mit 10.000 Rätseln jetzt gratis http://t.co/NBj3Xu6mp7,neutral
@Mira_Lauren bei dir immer gerne *schleim* ;),positive
@Lysa_Bell Inhalt vom Kochtopf blau machen? Licht blau machen? ;),positive
"RT @EnergienetzHH: Unfassbar! #Vattenfall-Chef Hatakka: Energiewende unterschätzt, existenzielle Krise, Ausbau Erneuerbarer stoppen... http…",negative
Radeln zur Arbeit war vorhin erstaunlich entspannt 👍 Dank Peter Maffay im Ohr 😊,positive
RT @xxCommander: Ein Realitätsabgleich zum Thema Überwachung von Demonstrationen und Gesichtserkennung: http://t.co/CUmfCAdyhU #Fefe #Pirat…,neutral
Photo: weissesrauschen: unbenannt by electricgecko on Flickr. http://t.co/G47mhMAyGr,neutral
@popela_ das hat sich mit 2 Kindern normalerweise eh erledigt.,neutral
"RT @Amorlauf: Ein Freund bewahrt deine Geheimnisse, verhindern dein Stürzen, trocknet deine Tränen und bereut es nicht dich zu lieben.",neutral
"Sieh an... ""@vfapharma: Arzneimittel-Atlas 2013: Keine Konjunktur für Schwarzmaler - Arzneimittel-Ausgaben stabil! http://t.co/QuemT8ypZe""",neutral
We did it! Im Ziel in Abisko...es war sau cool. Gruß Frank http://t.co/fQjmvIHEvf,positive
@Schneeechen hm. Batterien habsch genug.^^,positive
Gelungene Revanche ...... http://t.co/u4mraknWrE,neutral
"Wouaaah mais j'avais zappé. À la rentrée j'revois Daniel, le magnifique. Was für eine schöne Nachricht",positive
"Ich fühle mich fett. Okay, warum wohl, wenn ich's auch bin.",negative
Offenbar Streit um Finanzierung der... http://t.co/Q56ulIw3A2,neutral
RT @LoveCookies92: Selbst Castle Fans aus anderen Ländern helfen mit! Castle Fans halten zusammen! #BringBackCastle @sat1,neutral
Mercedes Benz arbeitet an Navigationslösung mit Google Glass http://t.co/V2klt7REbV,neutral
Ausverkaufte O2-World - Berlin feiert Peter Gabriel http://t.co/8sVp1O5Mnq,neutral
KLASSIKER: C. S. Forester: Tödliche Ohnmacht: Kriminalroman http://t.co/PJ7euHXcPt,neutral
gigigi. #1: Aufgefallen - Melanie Winiger nicht mehr single: http://t.co/AFZMESr8tx,neutral
"JET SET  Unser neues Label aus der Schweiz Very sporty, very chic, very trendy http://t.co/M7eHdNqJHO",neutral
Microsoft startet Update: Windows 8.1 macht vieles anders http://t.co/BoIZaAHPSQ via @ntvde,neutral
Mountain Mice – Eine Buchung - Zwei Vorteile im InterContinental Berchtesgaden Resort / Sie möchten Ihr... http://t.co/c1raMJhnhI #HoGa,neutral
@MissRhapsody Leider nein. Meine Cousinen aus Österreich sind auch ganz enttäuscht. Kai Uwe schläft wohl schon.,negative
@MamaBald oh klingt viel versprechend *daumendrück*,positive
RT @MissesDynamite: Meine Kollegen wollen unbedingt Radio Top40 hören. Anders ausgedrückt: Meine Kollegen wollen unbedingt sterben.,negative
"Himmel, was für ein Getöse um den #VeggieDay. Hier geht es nicht um Verbot sondern um Denkanstoß für eine andere Ernährung. Locker bleiben!",negative
RT @einszeit: früher war mehr 20:15 uhr.,neutral
Ganz was anderes. Zahlt #Puls4 korrekt Blaulichtsteuer? #wahlarena,neutral
Komischer Name. Merkwürdiger Veranstaltungsort. #VeganFach http://t.co/mBD7N3qTvi,neutral
Gönnt euch mal die neue EP von Johnny! Extrem fettes Teil! Lasst am besten auch n paar Centbeträge da! Einfach n... http://t.co/WTB2tISOvZ,neutral
Slime - Sich fügen heißt lügen: http://t.co/ujUU5RBMOF via @youtube,neutral
Bin wieder da. Kopf noch dran. War doch noch was zu retten.,neutral
@LadyKumido Dieser Blick 'ne? Ich liebe den. xD http://t.co/Si6uJPypLF,positive
RT @Marcipane: Sei nicht zu müde! Nächster Halt: Romantik mit #Flirtbotschaft http://t.co/BvHRMxaFne #München,neutral
Today's Word: Nach Translation: After Pronunciation: [nah] Example: Das Leben fängt nach dem Kaffee an Life begins after coffee....,positive
seit ner halben Stunde zu hause sitzen und versuchen DAS ab zu kriegen.. :( haha. war schon ein schöner tag heute. ;* http://t.co/At5kmftnsA,positive
"RT @Karriereexpert: Aktueller Blog ""Das ewige Hinausschieben: Was hilft gegen Prokrastination?"" von Coach Gilbert Dietrich.... http://t.co/…",neutral
"#tagesspiegel. Zwei kommen, einer geht: Hertha BSC verleiht Angreifer Pierre-Michel Lasogga an den HSV, holt d... http://t.co/wZJeXiYLs1",neutral
"@fallen_khaleesi Wir sind garantiert immer da. Also, irgendein Twitterhonk halt ;-) *hugs*",positive
Ich habe ein @YouTube-Video zu den Favoriten hinzugefügt: http://t.co/2cQVkSrpy3 No No No Cat,neutral
Brauche mehr Hoodies... habe kein Geld.. fuk yu moni,negative
"prädestinierte österreichische korruptionshymne: „it’s not right, but it’s ok“ #whitneyhouston @johannajaufer @dasFM4",neutral
May ground yung computer,neutral
Ich mach Twitter auf und Fanta Fanta Fanta Fanta und noch mehr Fanta ne @MegpoidMelon ?,neutral
"#tatort die Chinesen sprechen alle sehr gut deutsch, vom Satzbau her. Was bekom?",positive
Unser größter Feind http://t.co/Rm3vq6LjL6,neutral
BZÖ Niederösterreich aufgelöst,neutral
@annatab Sport1 anschalten!,neutral
"RT @ChaosRind: Pro D, AFD und FDP teilen sich einen Mast. Passt schon...",neutral
"@ChristophHensen @DasErste Zustimmung. Wird umso lächerlicher, je mehr sich uns eine aktuelle Regierungspartei prozentmäßig angleicht...",neutral
RT @HansTheGerman: #Dagger-Komplex: Spazierengehen am Eberstädter Weg nicht erwünscht http://t.co/DFUKNDpgSH #Snowden #Demonstration #Gries…,neutral
@raphaelniedy Programm neben Ai?,neutral
Jammern füllt keine Kammern.,neutral
@GreenPonyCorn *schlechte Laune desshalb*,negative
@nachtkritik sehr berechtigter Debattenbeitrag.,neutral
Samsung Exynos 6: 64bit-Prozessor laut Bericht “fast fertig” http://t.co/uumrF1anYe,neutral
3 Tage! &lt;3 #cro #viovio #cro #konzert #wien #österreich #me #langeweile #mit #celli #dieorsons #teesy… http://t.co/itUtX92dHs,positive
"RT @cfritze: Nur damit ihr wisst, was #BVB #Dortmund Fans vom rechten Pack halten http://t.co/kHwooHb1Fx",neutral
Das interessiert mich gerade echt nicht. #Domian,negative
@das_maeuschen Axt. Verdammte!,negative
Der Herr #Snowden sieht adrett aus: https://t.co/U22iw8dWP6,positive
Rammstein-Feuer Frei!,neutral
Livecam Sex kostenlos : Diese reife Schlampe erfüllt alle Wünsche auf Sex ohne Hemmungen http://t.co/VjXKhFO2l9,neutral
Der Song La La La von Naughty Boy gibt @sarah_xx09 und mir errinerungen nur der Text passt einfach nicht zu den errinerungen,positive
D4 update erfolgreich abgeschlossen ^^ http://t.co/DkjhBRz02t,positive
"RT @diana_of_t: Uni Kiel: ""Deutsche, schickt deutsche Emails!"" denn Deutsche lassen sich halt lieber von Deutschen überwachen... #nsa http:…",neutral
@_cemre_devrim_ ich sag jtz nichts mehr dazu. :P,positive
RT @fernpicha: Gangster baby Jung Soo Jung &gt;&lt; http://t.co/UeV7ECClZm,neutral
@bendzko Hammer Konzert Gestern:):):) Gibst denn davon auch bald ne DVD???,positive
Fressen Lieben Kotzen #veranstaltung http://t.co/TXA82kujCx,negative
RT @wortklauberei: Ob man als Killer ein Hobby hat? Klar doch .. ich züchte Kugelfische. #ausgründen,neutral
@Burgz_king cuz I'm in d kitchen,neutral
Turboloch geschlossen: BBM Motorsport pimpt BMW 3er Touring: Mit dem E91 stellt BMW seinen aktuellen 3er Kombi... http://t.co/fHk8NWDh8K,neutral
Glückliche Pärchen. Ih. Pfui. Bäh. Aus!,negative
Was heißes wäre jetzt nicht schlecht,neutral
RT @SPIEGEL_alles: Urteil: Katholische Schule darf muslimischen Jungen ablehnen... http://t.co/ANnexJ3Cqx,neutral
@MissPreloaded @soulfulrebel83 haeng Dir nen Haifisch hin!,neutral
"Ich weiß nicht, ob es allen klar ist. Deshalb hier nochmal: Durch eigene Arbeit wird man nicht zum Millionär! Nur durch die Arbeit anderer!",neutral
Woche halb geschafft,positive
"@lieselotteLuft Rotwein? Irgendwas Schweres, gerne Süß, mit Kopfschmerzgarantie....",negative
"RT @ReutersMoney: Weak spending, inflation data underscore soft U.S. economy http://t.co/XnGFrXvHCA via @reuters",neutral
"Heimweg, dezent tot, obwohl früh.",positive
sehr guter #tatort aus Berlin,positive
Hey Hey Hey !! ... Vielen Dank allen die am Samstag trotz des hochsommerlichen Oktoberabends den Weg in den Salon... http://t.co/Hbd9b8gFu0,neutral
Absolute scheiße ne halbe Stunde zu früh aufzustehen -.-',negative
Aaaahhhh... Deres nh deres:'(,negative
